adm_1_name	adm_2_name	full_name	FAO_GAUL_code	dengue_ID	adm2_std	adm1_std	ocha_ID
SANTANDER	CABRERA	COLOMBIA, SANTANDER, CABRERA	14215	124	cabrera	santander	CO68121
SANTANDER	CHARALA	COLOMBIA, SANTANDER, CHARALA	14221	125	charala	santander	CO68167
SANTANDER	CHARTA	COLOMBIA, SANTANDER, CHARTA	14222	126	charta	santander	CO68169
SANTANDER	EL CARMEN DE CHUCURI	COLOMBIA, SANTANDER, EL CARMEN DE CHUCURI	14231	127	el carmen de chucuri	santander	CO68235
SANTANDER	FLORIDABLANCA	COLOMBIA, SANTANDER, FLORIDABLANCA	14238	128	floridablanca	santander	CO68276
SANTANDER	GIRON	COLOMBIA, SANTANDER, GIRON	14241	129	giron	santander	CO68307
SANTANDER	HATO	COLOMBIA, SANTANDER, HATO	14247	130	hato	santander	CO68344
SANTANDER	MALAGA	COLOMBIA, SANTANDER, MALAGA	14256	131	malaga	santander	CO68432
SANTANDER	MOLAGAVITA	COLOMBIA, SANTANDER, MOLAGAVITA	14259	132	molagavita	santander	CO68468
SANTANDER	PIEDECUESTA	COLOMBIA, SANTANDER, PIEDECUESTA	14266	133	piedecuesta	santander	CO68547
CESAR	SAN ALBERTO	COLOMBIA, CESAR, SAN ALBERTO	13778	134	san alberto	cesar	CO20710
GUAVIARE	SAN JOSE DEL GUAVIARE	COLOMBIA, GUAVIARE, SAN JOSE DEL GUAVIARE	13972	135	san jose del guaviare	guaviare	CO95001
META	RESTREPO	COLOMBIA, META, RESTREPO	14053	136	restrepo	meta	CO50606
META	VILLAVICENCIO	COLOMBIA, META, VILLAVICENCIO	14058	137	villavicencio	meta	CO50001
META	VISTAHERMOSA	COLOMBIA, META, VISTAHERMOSA	14059	138	vistahermosa	meta	CO50711
NORTE SANTANDER	EL CARMEN	COLOMBIA, NORTE SANTANDER, EL CARMEN	14137	140	el carmen	norte santander	CO54245
MAGDALENA	PLATO	COLOMBIA, MAGDALENA, PLATO	14021	141	plato	magdalena	CO47555
MAGDALENA	SALAMINA	COLOMBIA, MAGDALENA, SALAMINA	14024	142	salamina	magdalena	CO47675
HUILA	SUAZA	COLOMBIA, HUILA, SUAZA	14002	143	suaza	huila	CO41770
PUTUMAYO	MOCOA	COLOMBIA, PUTUMAYO, MOCOA	14166	144	mocoa	putumayo	CO86001
HUILA	IQUIRA	COLOMBIA, HUILA, IQUIRA	13986	145	iquira	huila	CO41357
ARAUCA	ARAUQUITA	COLOMBIA, ARAUCA, ARAUQUITA	13468	146	arauquita	arauca	CO81065
VICHADA	PUERTO CARRENO	COLOMBIA, VICHADA, PUERTO CARRENO	14416	147	puerto carreno	vichada	CO99001
VALLE	RIOFRIO	COLOMBIA, VALLE, RIOFRIO	14395	148	riofrio	valle	CO76616
NORTE SANTANDER	TOLEDO	COLOMBIA, NORTE SANTANDER, TOLEDO	14162	149	toledo	norte santander	CO54820
VALLE	TRUJILLO	COLOMBIA, VALLE, TRUJILLO	14400	150	trujillo	valle	CO76828
SUCRE	SAN BENITO ABAD	COLOMBIA, SUCRE, SAN BENITO ABAD	14307	151	san benito abad	sucre	CO70678
CUNDINAMARCA	PARATEBUENO	COLOMBIA, CUNDINAMARCA, PARATEBUENO	13901	152	paratebueno	cundinamarca	CO25530
HUILA	HOBO	COLOMBIA, HUILA, HOBO	13985	153	hobo	huila	CO41349
VALLE	ROLDANILLO	COLOMBIA, VALLE, ROLDANILLO	14396	154	roldanillo	valle	CO76622
ANTIOQUIA	PUERTO TRIUNFO	COLOMBIA, ANTIOQUIA, PUERTO TRIUNFO	13422	155	puerto triunfo	antioquia	CO05591
ANTIOQUIA	PUERTO BERRIO	COLOMBIA, ANTIOQUIA, PUERTO BERRIO	13421	156	puerto berrio	antioquia	CO05579
BOLIVAR	VILLANUEVA	COLOMBIA, BOLIVAR, VILLANUEVA	13534	157	villanueva	bolivar	CO13873
BOYACA	BOYACA	COLOMBIA, BOYACA, BOYACA	13543	158	boyaca	boyaca	CO15104
GUAJIRA	MAICAO	COLOMBIA, GUAJIRA, MAICAO	13962	159	maicao	guajira	CO44430
META	SAN MARTIN	COLOMBIA, META, SAN MARTIN	14057	160	san martin	meta	CO50689
CUNDINAMARCA	FUSAGASUGA	COLOMBIA, CUNDINAMARCA, FUSAGASUGA	13866	161	fusagasuga	cundinamarca	CO25290
SUCRE	MORROA	COLOMBIA, SUCRE, MORROA	14303	162	morroa	sucre	CO70473
NORTE SANTANDER	CHINACOTA	COLOMBIA, NORTE SANTANDER, CHINACOTA	14131	164	chinacota	norte santander	CO54172
TOLIMA	CHAPARRAL	COLOMBIA, TOLIMA, CHAPARRAL	14327	165	chaparral	tolima	CO73168
BOLIVAR	SANTA ROSA DEL SUR	COLOMBIA, BOLIVAR, SANTA ROSA DEL SUR	13527	166	santa rosa del sur	bolivar	CO13688
CUNDINAMARCA	ANAPOIMA	COLOMBIA, CUNDINAMARCA, ANAPOIMA	13838	167	anapoima	cundinamarca	CO25035
SANTANDER	VELEZ	COLOMBIA, SANTANDER, VELEZ	14289	168	velez	santander	CO68861
RISARALDA	SANTUARIO	COLOMBIA, RISARALDA, SANTUARIO	14202	169	santuario	risaralda	CO66687
SUCRE	BUENAVISTA	COLOMBIA, SUCRE, BUENAVISTA	14293	170	buenavista	sucre	CO70110
TOLIMA	PRADO	COLOMBIA, TOLIMA, PRADO	14350	171	prado	tolima	CO73563
CALDAS	MANIZALES	COLOMBIA, CALDAS, MANIZALES	13668	173	manizales	caldas	CO17001
CALDAS	RIOSUCIO	COLOMBIA, CALDAS, RIOSUCIO	13677	174	riosucio	caldas	CO17614
CAQUETA	PUERTO RICO	COLOMBIA, CAQUETA, PUERTO RICO	13695	175	puerto rico	caqueta	CO18592
SANTANDER	EL PLAYON	COLOMBIA, SANTANDER, EL PLAYON	14234	176	el playon	santander	CO68255
CAQUETA	ALBANIA	COLOMBIA, CAQUETA, ALBANIA	13685	177	albania	caqueta	CO18029
CORDOBA	SAHAGUN	COLOMBIA, CORDOBA, SAHAGUN	13827	178	sahagun	cordoba	CO23660
HUILA	ALGECIRAS	COLOMBIA, HUILA, ALGECIRAS	13976	179	algeciras	huila	CO41020
NORTE SANTANDER	GRAMALOTE	COLOMBIA, NORTE SANTANDER, GRAMALOTE	14140	180	gramalote	norte santander	CO54313
CALDAS	VITERBO	COLOMBIA, CALDAS, VITERBO	13684	181	viterbo	caldas	CO17877
CASANARE	SAN LUIS DE PALENQUE	COLOMBIA, CASANARE, SAN LUIS DE PALENQUE	13713	182	san luis de palenque	casanare	CO85325
SANTANDER	CURITI	COLOMBIA, SANTANDER, CURITI	14230	183	curiti	santander	CO68229
CALDAS	SUPIA	COLOMBIA, CALDAS, SUPIA	13681	184	supia	caldas	CO17777
SANTANDER	PUENTE NACIONAL	COLOMBIA, SANTANDER, PUENTE NACIONAL	14268	185	puente nacional	santander	CO68572
SANTANDER	CIMITARRA	COLOMBIA, SANTANDER, CIMITARRA	14225	186	cimitarra	santander	CO68190
SANTANDER	LEBRIJA	COLOMBIA, SANTANDER, LEBRIJA	14253	187	lebrija	santander	CO68406
HUILA	AIPE	COLOMBIA, HUILA, AIPE	13975	188	aipe	huila	CO41016
HUILA	AGRADO	COLOMBIA, HUILA, AGRADO	13974	189	agrado	huila	CO41013
NORTE SANTANDER	PUERTO SANTANDER	COLOMBIA, NORTE SANTANDER, PUERTO SANTANDER	14152	190	puerto santander	norte santander	CO54553
RISARALDA	SANTA ROSA DE CABAL	COLOMBIA, RISARALDA, SANTA ROSA DE CABAL	14201	191	santa rosa de cabal	risaralda	CO66682
NORTE SANTANDER	SARDINATA	COLOMBIA, NORTE SANTANDER, SARDINATA	14158	192	sardinata	norte santander	CO54720
CORDOBA	PUERTO LIBERTADOR	COLOMBIA, CORDOBA, PUERTO LIBERTADOR	13825	193	puerto libertador	cordoba	CO23580
HUILA	TESALIA	COLOMBIA, HUILA, TESALIA	14006	194	tesalia	huila	CO41797
CUNDINAMARCA	SOACHA	COLOMBIA, CUNDINAMARCA, SOACHA	13920	195	soacha	cundinamarca	CO25754
HUILA	PITALITO	COLOMBIA, HUILA, PITALITO	13997	196	pitalito	huila	CO41551
SANTANDER	SUCRE	COLOMBIA, SANTANDER, SUCRE	14285	197	sucre	santander	CO68773
MAGDALENA	ARACATACA	COLOMBIA, MAGDALENA, ARACATACA	14010	198	aracataca	magdalena	CO47053
CUNDINAMARCA	AGUA DE DIOS	COLOMBIA, CUNDINAMARCA, AGUA DE DIOS	13836	199	agua de dios	cundinamarca	CO25001
CASANARE	PAZ DE ARIPORO	COLOMBIA, CASANARE, PAZ DE ARIPORO	13708	200	paz de ariporo	casanare	CO85250
NORTE SANTANDER	BOCHALEMA	COLOMBIA, NORTE SANTANDER, BOCHALEMA	14127	201	bochalema	norte santander	CO54099
TOLIMA	CARMEN DE APICALA	COLOMBIA, TOLIMA, CARMEN DE APICALA	14325	202	carmen de apicala	tolima	CO73148
ARAUCA	FORTUL	COLOMBIA, ARAUCA, FORTUL	13470	203	fortul	arauca	CO81300
TOLIMA	LERIDA	COLOMBIA, TOLIMA, LERIDA	14341	205	lerida	tolima	CO73408
CAQUETA	LA MONTANITA	COLOMBIA, CAQUETA, LA MONTANITA	13692	206	la montanita	caqueta	CO18410
ANTIOQUIA	SANTO DOMINGO	COLOMBIA, ANTIOQUIA, SANTO DOMINGO	13443	207	santo domingo	antioquia	CO05690
TOLIMA	ALVARADO	COLOMBIA, TOLIMA, ALVARADO	14319	209	alvarado	tolima	CO73026
TOLIMA	AMBALEMA	COLOMBIA, TOLIMA, AMBALEMA	14320	210	ambalema	tolima	CO73030
CALDAS	PALESTINA	COLOMBIA, CALDAS, PALESTINA	13675	212	palestina	caldas	CO17524
CALDAS	FILADELFIA	COLOMBIA, CALDAS, FILADELFIA	13665	213	filadelfia	caldas	CO17272
MAGDALENA	EL BANCO	COLOMBIA, MAGDALENA, EL BANCO	14015	214	el banco	magdalena	CO47245
META	CUBARRAL	COLOMBIA, META, CUBARRAL	14035	215	cubarral	meta	CO50223
NARINO	PROVIDENCIA	COLOMBIA, NARINO, PROVIDENCIA	14105	216	providencia	narino	CO52565
CALDAS	MANZANARES	COLOMBIA, CALDAS, MANZANARES	13669	218	manzanares	caldas	CO17433
TOLIMA	MELGAR	COLOMBIA, TOLIMA, MELGAR	14344	219	melgar	tolima	CO73449
TOLIMA	SAN LUIS	COLOMBIA, TOLIMA, SAN LUIS	14357	220	san luis	tolima	CO73678
CASANARE	MONTERREY	COLOMBIA, CASANARE, MONTERREY	13705	221	monterrey	casanare	CO85162
CASANARE	OROCUE	COLOMBIA, CASANARE, OROCUE	13707	222	orocue	casanare	CO85230
CAUCA	CALOTO	COLOMBIA, CAUCA, CALOTO	13726	223	caloto	cauca	CO19142
TOLIMA	PALOCABILDO	COLOMBIA, TOLIMA, PALOCABILDO	14333	224	palocabildo	tolima	CO73520
CALDAS	VILLAMARIA	COLOMBIA, CALDAS, VILLAMARIA	13683	225	villamaria	caldas	CO17873
BOLIVAR	ALTOS DEL ROSARIO	COLOMBIA, BOLIVAR, ALTOS DEL ROSARIO	13498	226	altos del rosario	bolivar	CO13030
BOYACA	LA VICTORIA	COLOMBIA, BOYACA, LA VICTORIA	13583	227	la victoria	boyaca	CO15401
SANTANDER	ZAPATOCA	COLOMBIA, SANTANDER, ZAPATOCA	14292	229	zapatoca	santander	CO68895
TOLIMA	ALPUJARRA	COLOMBIA, TOLIMA, ALPUJARRA	14318	231	alpujarra	tolima	CO73024
CAUCA	BALBOA	COLOMBIA, CAUCA, BALBOA	13721	232	balboa	cauca	CO19075
CHOCO	QUIBDO	COLOMBIA, CHOCO, QUIBDO	13802	233	quibdo	choco	CO27001
CUNDINAMARCA	LA VEGA	COLOMBIA, CUNDINAMARCA, LA VEGA	13886	234	la vega	cundinamarca	CO25402
CUNDINAMARCA	ARBELAEZ	COLOMBIA, CUNDINAMARCA, ARBELAEZ	13841	235	arbelaez	cundinamarca	CO25053
GUAVIARE	EL RETORNO	COLOMBIA, GUAVIARE, EL RETORNO	13970	236	el retorno	guaviare	CO95025
HUILA	GUADALUPE	COLOMBIA, HUILA, GUADALUPE	13984	237	guadalupe	huila	CO41319
HUILA	TARQUI	COLOMBIA, HUILA, TARQUI	14003	238	tarqui	huila	CO41791
HUILA	TIMANA	COLOMBIA, HUILA, TIMANA	14007	239	timana	huila	CO41807
MAGDALENA	PIVIJAY	COLOMBIA, MAGDALENA, PIVIJAY	14020	240	pivijay	magdalena	CO47551
META	CASTILLA LA NUEVA	COLOMBIA, META, CASTILLA LA NUEVA	14034	241	castilla la nueva	meta	CO50150
META	GUAMAL	COLOMBIA, META, GUAMAL	14042	242	guamal	meta	CO50318
META	PUERTO GAITAN	COLOMBIA, META, PUERTO GAITAN	14049	243	puerto gaitan	meta	CO50568
NORTE SANTANDER	CACOTA	COLOMBIA, NORTE SANTANDER, CACOTA	14130	244	cacota	norte santander	CO54125
NORTE SANTANDER	EL TARRA	COLOMBIA, NORTE SANTANDER, EL TARRA	14138	245	el tarra	norte santander	CO54250
NORTE SANTANDER	TEORAMA	COLOMBIA, NORTE SANTANDER, TEORAMA	14160	246	teorama	norte santander	CO54800
PUTUMAYO	PUERTO LEGUIZAMO	COLOMBIA, PUTUMAYO, PUERTO LEGUIZAMO	14171	247	puerto leguizamo	putumayo	CO86573
QUINDIO	BUENAVISTA	COLOMBIA, QUINDIO, BUENAVISTA	14178	248	buenavista	quindio	CO63111
RISARALDA	MISTRATO	COLOMBIA, RISARALDA, MISTRATO	14197	249	mistrato	risaralda	CO66456
SANTANDER	PUERTO PARRA	COLOMBIA, SANTANDER, PUERTO PARRA	14269	251	puerto parra	santander	CO68573
TOLIMA	ATACO	COLOMBIA, TOLIMA, ATACO	14323	252	ataco	tolima	CO73067
CAUCA	INZA	COLOMBIA, CAUCA, INZA	13733	253	inza	cauca	CO19355
CESAR	EL COPEY	COLOMBIA, CESAR, EL COPEY	13767	254	el copey	cesar	CO20238
CASANARE	SABANALARGA	COLOMBIA, CASANARE, SABANALARGA	13711	255	sabanalarga	casanare	CO85300
CAUCA	SANTANDER DE QUILICHAO	COLOMBIA, CAUCA, SANTANDER DE QUILICHAO	13751	256	santander de quilichao	cauca	CO19698
ATLANTICO	REPELON	COLOMBIA, ATLANTICO, REPELON	13488	257	repelon	atlantico	CO08606
CHOCO	TADO	COLOMBIA, CHOCO, TADO	13806	258	tado	choco	CO27787
BOYACA	PUERTO BOYACA	COLOMBIA, BOYACA, PUERTO BOYACA	13607	259	puerto boyaca	boyaca	CO15572
SANTANDER	SURATA	COLOMBIA, SANTANDER, SURATA	14286	260	surata	santander	CO68780
SANTANDER	VILLANUEVA	COLOMBIA, SANTANDER, VILLANUEVA	14291	261	villanueva	santander	CO68872
ATLANTICO	POLO NUEVO	COLOMBIA, ATLANTICO, POLO NUEVO	13485	262	polo nuevo	atlantico	CO08558
SUCRE	SAN ONOFRE	COLOMBIA, SUCRE, SAN ONOFRE	14310	263	san onofre	sucre	CO70713
RISARALDA	QUINCHIA	COLOMBIA, RISARALDA, QUINCHIA	14200	264	quinchia	risaralda	CO66594
CORDOBA	SAN ANDRES SOTAVENTO	COLOMBIA, CORDOBA, SAN ANDRES SOTAVENTO	13828	265	san andres sotavento	cordoba	CO23670
CUNDINAMARCA	SASAIMA	COLOMBIA, CUNDINAMARCA, SASAIMA	13915	266	sasaima	cundinamarca	CO25718
GUAJIRA	MANAURE	COLOMBIA, GUAJIRA, MANAURE	13963	267	manaure	guajira	CO44560
GUAJIRA	RIOHACHA	COLOMBIA, GUAJIRA, RIOHACHA	13964	268	riohacha	guajira	CO44001
TOLIMA	ORTEGA	COLOMBIA, TOLIMA, ORTEGA	14347	269	ortega	tolima	CO73504
VALLE	BUENAVENTURA	COLOMBIA, VALLE, BUENAVENTURA	14369	270	buenaventura	valle	CO76109
VALLE	EL CAIRO	COLOMBIA, VALLE, EL CAIRO	14380	271	el cairo	valle	CO76246
HUILA	ALTAMIRA	COLOMBIA, HUILA, ALTAMIRA	13977	272	altamira	huila	CO41026
MAGDALENA	ZONA BANANERA	COLOMBIA, MAGDALENA, ZONA BANANERA	14014	273	zona bananera	magdalena	CO47980
NORTE SANTANDER	SAN CAYETANO	COLOMBIA, NORTE SANTANDER, SAN CAYETANO	14156	275	san cayetano	norte santander	CO54673
NORTE SANTANDER	ARBOLEDAS	COLOMBIA, NORTE SANTANDER, ARBOLEDAS	14126	276	arboledas	norte santander	CO54051
GUAVIARE	MIRAFLORES	COLOMBIA, GUAVIARE, MIRAFLORES	13971	277	miraflores	guaviare	CO95200
HUILA	TELLO	COLOMBIA, HUILA, TELLO	14004	278	tello	huila	CO41799
CAQUETA	SOLANO	COLOMBIA, CAQUETA, SOLANO	13698	279	solano	caqueta	CO18756
HUILA	SAN AGUSTIN	COLOMBIA, HUILA, SAN AGUSTIN	14000	280	san agustin	huila	CO41668
CUNDINAMARCA	CHIA	COLOMBIA, CUNDINAMARCA, CHIA	13852	281	chia	cundinamarca	CO25175
TOLIMA	ICONONZO	COLOMBIA, TOLIMA, ICONONZO	14340	282	icononzo	tolima	CO73352
CESAR	ROBLES (LA PAZ)	COLOMBIA, CESAR, ROBLES (LA PAZ)	13773	283	robles (la paz)	cesar	CO20621
CASANARE	TAURAMENA	COLOMBIA, CASANARE, TAURAMENA	13715	284	tauramena	casanare	CO85410
RISARALDA	MARSELLA	COLOMBIA, RISARALDA, MARSELLA	14196	285	marsella	risaralda	CO66440
SANTANDER	OIBA	COLOMBIA, SANTANDER, OIBA	14261	286	oiba	santander	CO68500
TOLIMA	ROVIRA	COLOMBIA, TOLIMA, ROVIRA	14354	287	rovira	tolima	CO73624
SANTANDER	LANDAZURI	COLOMBIA, SANTANDER, LANDAZURI	14252	288	landazuri	santander	CO68385
CALDAS	PENSILVANIA	COLOMBIA, CALDAS, PENSILVANIA	13676	289	pensilvania	caldas	CO17541
ATLANTICO	CANDELARIA	COLOMBIA, ATLANTICO, CANDELARIA	13477	290	candelaria	atlantico	CO08141
TOLIMA	PLANADAS	COLOMBIA, TOLIMA, PLANADAS	14349	291	planadas	tolima	CO73555
VALLE	ZARZAL	COLOMBIA, VALLE, ZARZAL	14407	292	zarzal	valle	CO76895
ANTIOQUIA	TARAZA	COLOMBIA, ANTIOQUIA, TARAZA	13449	293	taraza	antioquia	CO05790
META	CABUYARO	COLOMBIA, META, CABUYARO	14033	294	cabuyaro	meta	CO50124
BOYACA	SAN EDUARDO	COLOMBIA, BOYACA, SAN EDUARDO	13615	295	san eduardo	boyaca	CO15660
META	FUENTE DE ORO	COLOMBIA, META, FUENTE DE ORO	14040	296	fuente de oro	meta	CO50287
CALDAS	ANSERMA	COLOMBIA, CALDAS, ANSERMA	13661	297	anserma	caldas	CO17042
CALDAS	BELALCAZAR	COLOMBIA, CALDAS, BELALCAZAR	13663	298	belalcazar	caldas	CO17088
CUNDINAMARCA	LA PENA	COLOMBIA, CUNDINAMARCA, LA PENA	13885	299	la pena	cundinamarca	CO25398
HUILA	VILLAVIEJA	COLOMBIA, HUILA, VILLAVIEJA	14008	300	villavieja	huila	CO41872
SANTANDER	LOS SANTOS	COLOMBIA, SANTANDER, LOS SANTOS	14254	301	los santos	santander	CO68418
BOLIVAR	TURBACO	COLOMBIA, BOLIVAR, TURBACO	13532	302	turbaco	bolivar	CO13836
NARINO	PASTO	COLOMBIA, NARINO, PASTO	14102	303	pasto	narino	CO52001
NORTE SANTANDER	SAN CALIXTO	COLOMBIA, NORTE SANTANDER, SAN CALIXTO	14155	304	san calixto	norte santander	CO54670
VICHADA	CUMARIBO	COLOMBIA, VICHADA, CUMARIBO	14414	305	cumaribo	vichada	CO99773
HUILA	SANTA MARIA	COLOMBIA, HUILA, SANTA MARIA	14001	306	santa maria	huila	CO41676
MAGDALENA	EL PINON	COLOMBIA, MAGDALENA, EL PINON	14016	307	el pinon	magdalena	CO47258
SANTANDER	BARICHARA	COLOMBIA, SANTANDER, BARICHARA	14210	308	barichara	santander	CO68079
SANTANDER	BETULIA	COLOMBIA, SANTANDER, BETULIA	14212	309	betulia	santander	CO68092
SANTANDER	OCAMONTE	COLOMBIA, SANTANDER, OCAMONTE	14260	310	ocamonte	santander	CO68498
BOYACA	TIBASOSA	COLOMBIA, BOYACA, TIBASOSA	13641	311	tibasosa	boyaca	CO15806
CALDAS	MARMATO	COLOMBIA, CALDAS, MARMATO	13670	312	marmato	caldas	CO17442
CALDAS	MARQUETALIA	COLOMBIA, CALDAS, MARQUETALIA	13671	313	marquetalia	caldas	CO17444
CALDAS	NORCASIA	COLOMBIA, CALDAS, NORCASIA	13680	314	norcasia	caldas	CO17495
GUAJIRA	BARRANCAS	COLOMBIA, GUAJIRA, BARRANCAS	13958	315	barrancas	guajira	CO44078
HUILA	ELIAS	COLOMBIA, HUILA, ELIAS	13981	316	elias	huila	CO41244
HUILA	LA ARGENTINA	COLOMBIA, HUILA, LA ARGENTINA	13988	317	la argentina	huila	CO41378
HUILA	NATAGA	COLOMBIA, HUILA, NATAGA	13990	318	nataga	huila	CO41483
META	BARRANCA DE UPIA	COLOMBIA, META, BARRANCA DE UPIA	14032	319	barranca de upia	meta	CO50110
TOLIMA	SALDANA	COLOMBIA, TOLIMA, SALDANA	14355	320	saldana	tolima	CO73671
SUCRE	COVENAS	COLOMBIA, SUCRE, COVENAS	14316	321	covenas	sucre	CO70221
SANTANDER	SIMACOTA	COLOMBIA, SANTANDER, SIMACOTA	14282	323	simacota	santander	CO68745
NORTE SANTANDER	VILLA CARO	COLOMBIA, NORTE SANTANDER, VILLA CARO	14163	324	villa caro	norte santander	CO54871
TOLIMA	HONDA	COLOMBIA, TOLIMA, HONDA	14338	325	honda	tolima	CO73349
PUTUMAYO	PUERTO CAICEDO	COLOMBIA, PUTUMAYO, PUERTO CAICEDO	14169	326	puerto caicedo	putumayo	CO86569
BOYACA	TOGUI	COLOMBIA, BOYACA, TOGUI	13646	327	togui	boyaca	CO15816
CORDOBA	CERETE	COLOMBIA, CORDOBA, CERETE	13811	328	cerete	cordoba	CO23162
BOLIVAR	SAN CRISTOBAL	COLOMBIA, BOLIVAR, SAN CRISTOBAL	13529	329	san cristobal	bolivar	CO13620
CORDOBA	PUEBLO NUEVO	COLOMBIA, CORDOBA, PUEBLO NUEVO	13823	330	pueblo nuevo	cordoba	CO23570
CUNDINAMARCA	LA MESA	COLOMBIA, CUNDINAMARCA, LA MESA	13883	331	la mesa	cundinamarca	CO25386
CUNDINAMARCA	NILO	COLOMBIA, CUNDINAMARCA, NILO	13895	332	nilo	cundinamarca	CO25488
HUILA	SALADOBLANCO	COLOMBIA, HUILA, SALADOBLANCO	13999	333	saladoblanco	huila	CO41660
HUILA	TERUEL	COLOMBIA, HUILA, TERUEL	14005	334	teruel	huila	CO41801
META	GRANADA	COLOMBIA, META, GRANADA	14041	335	granada	meta	CO50313
VALLE	SEVILLA	COLOMBIA, VALLE, SEVILLA	14398	336	sevilla	valle	CO76736
NORTE SANTANDER	SANTIAGO	COLOMBIA, NORTE SANTANDER, SANTIAGO	14157	337	santiago	norte santander	CO54680
NORTE SANTANDER	CUCUTILLA	COLOMBIA, NORTE SANTANDER, CUCUTILLA	14135	338	cucutilla	norte santander	CO54223
RISARALDA	LA CELIA	COLOMBIA, RISARALDA, LA CELIA	14194	339	la celia	risaralda	CO66383
CUNDINAMARCA	CAPARRAPI	COLOMBIA, CUNDINAMARCA, CAPARRAPI	13848	340	caparrapi	cundinamarca	CO25148
CUNDINAMARCA	PACHO	COLOMBIA, CUNDINAMARCA, PACHO	13898	341	pacho	cundinamarca	CO25513
AMAZONAS	LETICIA	COLOMBIA, AMAZONAS, LETICIA	13336	342	leticia	amazonas	CO91001
BOYACA	MUZO	COLOMBIA, BOYACA, MUZO	13592	343	muzo	boyaca	CO15480
CORDOBA	LOS CORDOBAS	COLOMBIA, CORDOBA, LOS CORDOBAS	13816	344	los cordobas	cordoba	CO23419
BOYACA	CHITARAQUE	COLOMBIA, BOYACA, CHITARAQUE	13555	345	chitaraque	boyaca	CO15185
TOLIMA	LIBANO	COLOMBIA, TOLIMA, LIBANO	14342	346	libano	tolima	CO73411
TOLIMA	RIOBLANCO	COLOMBIA, TOLIMA, RIOBLANCO	14352	347	rioblanco	tolima	CO73616
TOLIMA	SAN ANTONIO	COLOMBIA, TOLIMA, SAN ANTONIO	14356	348	san antonio	tolima	CO73675
VALLE	LA CUMBRE	COLOMBIA, VALLE, LA CUMBRE	14387	349	la cumbre	valle	CO76377
CALDAS	ARANZAZU	COLOMBIA, CALDAS, ARANZAZU	13662	350	aranzazu	caldas	CO17050
SANTANDER	ENCISO	COLOMBIA, SANTANDER, ENCISO	14236	351	enciso	santander	CO68266
GUAJIRA	DIBULLA	COLOMBIA, GUAJIRA, DIBULLA	13964	352	dibulla	guajira	CO44090
META	CUMARAL	COLOMBIA, META, CUMARAL	14036	353	cumaral	meta	CO50226
META	MESETAS	COLOMBIA, META, MESETAS	14047	354	mesetas	meta	CO50330
PUTUMAYO	ORITO	COLOMBIA, PUTUMAYO, ORITO	14167	355	orito	putumayo	CO86320
CESAR	CHIRIGUANA	COLOMBIA, CESAR, CHIRIGUANA	13765	356	chiriguana	cesar	CO20178
CESAR	LA GLORIA	COLOMBIA, CESAR, LA GLORIA	13771	357	la gloria	cesar	CO20383
CASANARE	TAMARA	COLOMBIA, CASANARE, TAMARA	13714	358	tamara	casanare	CO85400
CAUCA	CORINTO	COLOMBIA, CAUCA, CORINTO	13727	359	corinto	cauca	CO19212
CHOCO	CONDOTO	COLOMBIA, CHOCO, CONDOTO	13792	360	condoto	choco	CO27205
BOLIVAR	ARJONA	COLOMBIA, BOLIVAR, ARJONA	13499	361	arjona	bolivar	CO13052
HUILA	BARAYA	COLOMBIA, HUILA, BARAYA	13978	362	baraya	huila	CO41078
META	EL CALVARIO	COLOMBIA, META, EL CALVARIO	14037	363	el calvario	meta	CO50245
META	PUERTO LLERAS	COLOMBIA, META, PUERTO LLERAS	14050	364	puerto lleras	meta	CO50577
NARINO	SANTA CRUZ (GUACHAVES)	COLOMBIA, NARINO, SANTA CRUZ (GUACHAVES)	14117	365	santa cruz (guachaves)	narino	CO52699
SANTANDER	PINCHOTE	COLOMBIA, SANTANDER, PINCHOTE	14267	366	pinchote	santander	CO68549
SUCRE	GUARANDA	COLOMBIA, SUCRE, GUARANDA	14299	367	guaranda	sucre	CO70265
SUCRE	PALMITO	COLOMBIA, SUCRE, PALMITO	14305	368	palmito	sucre	CO70523
VALLE	EL CERRITO	COLOMBIA, VALLE, EL CERRITO	14381	369	el cerrito	valle	CO76248
TOLIMA	FALAN	COLOMBIA, TOLIMA, FALAN	14333	370	falan	tolima	CO73270
CORDOBA	LORICA	COLOMBIA, CORDOBA, LORICA	13815	371	lorica	cordoba	CO23417
NORTE SANTANDER	RAGONVALIA	COLOMBIA, NORTE SANTANDER, RAGONVALIA	14153	372	ragonvalia	norte santander	CO54599
NARINO	TUQUERRES	COLOMBIA, NARINO, TUQUERRES	14123	373	tuquerres	narino	CO52838
BOYACA	MIRAFLORES	COLOMBIA, BOYACA, MIRAFLORES	13587	374	miraflores	boyaca	CO15455
SANTANDER	CAPITANEJO	COLOMBIA, SANTANDER, CAPITANEJO	14217	375	capitanejo	santander	CO68147
CALDAS	RISARALDA	COLOMBIA, CALDAS, RISARALDA	13678	376	risaralda	caldas	CO17616
CUNDINAMARCA	GUADUAS	COLOMBIA, CUNDINAMARCA, GUADUAS	13873	377	guaduas	cundinamarca	CO25320
QUINDIO	FILANDIA	COLOMBIA, QUINDIO, FILANDIA	14182	378	filandia	quindio	CO63272
